"","x"
"K14467","4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]"
"K14468","malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]"
"K14469","acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]"
"K14470","2-methylfumaryl-CoA isomerase [EC:5.4.1.3]"
"K14471","succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22]"
"K14472","succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]"
"K14473","variant surface glycoprotein"
"K14474","T-lymphocyte triggering factor"
"K14475","inhibitor of cysteine peptidase"
"K14477","haptoglobin-related protein"
"K14478","haptoglobin-hemoglobin receptor"
"K14479","procyclin"
"K14481","styrene monooxygenase [EC:1.14.14.11]"
"K14482","styrene monooxygenase reductase component [EC:1.5.1.-]"
"K14483","U3 small nucleolar RNA"
"K14484","auxin-responsive protein IAA"
"K14485","transport inhibitor response 1"
"K14486","auxin response factor"
"K14487","auxin responsive GH3 gene family"
"K14488","SAUR family protein"
"K14489","arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]"
"K14490","histidine-containing phosphotransfer peotein"
"K14491","two-component response regulator ARR-B family"
"K14492","two-component response regulator ARR-A family"
"K14493","gibberellin receptor GID1 [EC:3.-.-.-]"
"K14494","DELLA protein"
"K14495","F-box protein GID2"
"K14496","abscisic acid receptor PYR/PYL family"
"K14497","protein phosphatase 2C [EC:3.1.3.16]"
"K14499","BRI1 kinase inhibitor 1"
"K14500","BR-signaling kinase [EC:2.7.11.1]"
"K14501","serine/threonine-protein phosphatase BSU1 [EC:3.1.3.16]"
"K14502","protein brassinosteroid insensitive 2 [EC:2.7.11.1]"
"K14503","brassinosteroid resistant 1/2"
"K14504","xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]"
"K14505","cyclin D3, plant"
"K14506","jasmonic acid-amino synthetase"
"K14507","AP2-domain DNA-binding protein ORCA2/3"
"K14508","regulatory protein NPR1"
"K14509","ethylene receptor [EC:2.7.13.-]"
"K14510","serine/threonine-protein kinase CTR1 [EC:2.7.11.1]"
"K14512","mitogen-activated protein kinase 6 [EC:2.7.11.24]"
"K14513","ethylene-insensitive protein 2"
"K14514","ethylene-insensitive protein 3"
"K14515","EIN3-binding F-box protein"
"K14516","ethylene-responsive transcription factor 1"
"K14517","ethylene-responsive transcription factor 2"
"K14519","NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4]"
"K14520","4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]"
"K14521","N-acetyltransferase 10 [EC:2.3.1.-]"
"K14522","ribonuclease P/MRP protein subunit POP3 [EC:3.1.26.5]"
"K14523","ribonucleases P/MRP protein subunit RPP38 [EC:3.1.26.5]"
"K14524","ribonuclease P/MRP protein subunit POP6 [EC:3.1.26.5]"
"K14525","ribonucleases P/MRP protein subunit RPP25 [EC:3.1.26.5]"
"K14526","ribonuclease P/MRP protein subunit POP7 [EC:3.1.26.5]"
"K14527","ribonuclease P/MRP protein subunit RPP20 [EC:3.1.26.5]"
"K14528","ribonuclease P/MRP protein subunit POP8 [EC:3.1.26.5]"
"K14529","ribonuclease P protein subunit RPP14 [EC:3.1.26.5]"
"K14530","ribonucleases P/MRP protein subunit RPP40 [EC:3.1.26.5]"
"K14531","ribonuclease MRP protein subunit SNM1"
"K14532","ribonuclease MRP protein subunit RMP1"
"K14533","ribonuclease P protein component, mitochondrial [EC:3.1.26.5]"
"K14534","4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]"
"K14535","transcription initiation factor TFIID subunit 9"
"K14536","ribosome assembly protein 1 [EC:3.6.5.-]"
"K14537","nuclear GTP-binding protein"
"K14538","nuclear GTP-binding protein"
"K14539","large subunit GTPase 1 [EC:3.6.1.-]"
"K14541","urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]"
"K14543","mRNA transport regulator MTR2"
"K14544","U3 small nucleolar RNA-associated protein 22"
"K14545","ribosomal RNA-processing protein 7"
"K14546","U3 small nucleolar RNA-associated protein 5"
"K14547","U3 small nucleolar RNA-associated protein 8"
"K14548","U3 small nucleolar RNA-associated protein 4"
"K14549","U3 small nucleolar RNA-associated protein 15"
"K14550","U3 small nucleolar RNA-associated protein 10"
"K14551","U3 small nucleolar RNA-associated protein 9"
"K14552","NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)"
"K14553","U3 small nucleolar RNA-associated protein 18"
"K14554","U3 small nucleolar RNA-associated protein 21"
"K14555","U3 small nucleolar RNA-associated protein 13"
"K14556","U3 small nucleolar RNA-associated protein 12"
"K14557","U3 small nucleolar RNA-associated protein 6"
"K14558","periodic tryptophan protein 2"
"K14559","U3 small nucleolar RNA-associated protein MPP10"
"K14560","U3 small nucleolar ribonucleoprotein protein IMP3"
"K14561","U3 small nucleolar ribonucleoprotein protein IMP4"
"K14562","Treacher Collins syndrome protein"
"K14563","rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]"
"K14564","nucleolar protein 56"
"K14565","nucleolar protein 58"
"K14566","U3 small nucleolar RNA-associated protein 24"
"K14567","U3 small nucleolar RNA-associated protein 14"
"K14568","rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]"
"K14569","ribosome biogenesis protein BMS1"
"K14570","RNA exonuclease 1 [EC:3.1.-.-]"
"K14571","ribosome biogenesis ATPase"
"K14572","midasin"
"K14573","nucleolar protein 4"
"K14574","ribosome maturation protein SDO1"
"K14575","AAA family ATPase"
"K14576","small nucleolar RNA MRP"
"K14577","aliphatic (R)-hydroxynitrile lyase [EC:4.1.2.46]"
"K14578","naphthalene 1,2-dioxygenase ferredoxin component"
"K14579","naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]"
"K14580","naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]"
"K14581","naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]"
"K14582","cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29 1.3.1.60]"
"K14583","1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56]"
"K14584","2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]"
"K14585","trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45]"
"K14586","2-naphthoate monooxygenase"
"K14592","glutamate carboxypeptidase II (folate hydrolase 1) [EC:3.4.17.21]"
"K14593","capsanthin/capsorubin synthase [EC:5.3.99.8]"
"K14594","neoxanthin synthase [EC:5.3.99.9]"
"K14595","abscisate beta-glucosyltransferase [EC:2.4.1.263]"
"K14596","zeaxanthin glucosyltransferase [EC:2.4.1.276]"
"K14597","chlorobactene glucosyltransferase"
"K14598","chlorobactene lauroyltransferase"
"K14599","dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-]"
"K14600","dibenzofuran dioxygenase subunit beta [EC:1.14.12.-]"
"K14601","1,1a-dihydroxy-1-hydro-9-fluorenone dehydrogenase"
"K14602","2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase large subunit"
"K14603","2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase small subunit and ferredoxin fusion protein"
"K14604","2-hydroxy-6-oxo-6-(2'-carboxyphenyl)-hexa-2,4-dienoate hydrolase [EC:3.7.1.-]"
"K14605","lycopene cyclase CruA [EC:5.5.1.19]"
"K14606","lycopene cyclase CruP [EC:5.5.1.19]"
"K14609","solute carrier family 19 (folate transporter), member 1"
"K14610","solute carrier family 19 (thiamine transporter), member 2/3"
"K14613","MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter), member 1"
"K14615","gastric intrinsic factor"
"K14616","cubilin"
"K14617","LMBR1 domain-containing protein 1"
"K14618","methylmalonic aciduria homocystinuria type C protein"
"K14619","transcobalamin-2"
"K14620","riboflavin transporter 2"
"K14621","phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]"
"K14622","retinol binding protein 2"
"K14624","C-C motif chemokine 2"
"K14625","C-C motif chemokine 20"
"K14626","actinorhodin biosynthesis protein ActVIA"
"K14627","dehydratase [EC:4.2.1.-]"
"K14628","enoyl reductase"
"K14629","enoyl reductase"
"K14630","two-component flavin-dependent monooxygenase [EC:1.14.14.-]"
"K14631","flavin reductase ActVB [EC:1.5.1.-]"
"K14632","C-6 monooxygenase"
"K14633","ketoreductase RED2 [EC:1.1.1.-]"
"K14634","fructose-2,6-bisphosphatase [EC:3.1.3.46]"
"K14636","MFS transporter, DHA1 family, solute carrier family 18 (vesicular acetylcholine transporter), member 3"
"K14641","apyrase [EC:3.6.1.5]"
"K14642","golgi apyrase [EC:3.6.1.5]"
"K14645","serine protease [EC:3.4.21.-]"
"K14647","minor extracellular serine protease Vpr [EC:3.4.21.-]"
"K14649","transcription initiation factor TFIID subunit 8"
"K14650","transcription initiation factor TFIID subunit 3"
"K14651","transcription initiation factor TFIID subunit 15"
"K14652","3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
"K14653","2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase [EC:3.5.1.102]"
"K14654","2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]"
"K14655","tRNA pseudouridine synthase 8 / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [EC:5.4.99.-]"
"K14656","FAD synthetase [EC:2.7.7.2]"
"K14674","TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]"
"K14675","TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]"
"K14676","lysophospholipid hydrolase [EC:3.1.1.5]"
"K14677","aminoacylase [EC:3.5.1.14]"
"K14681","argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]"
"K14682","amino-acid N-acetyltransferase [EC:2.3.1.1]"
"K14685","solute carrier family 40 (iron-regulated transporter), member 1"
"K14686","solute carrier family 31 (copper transporter), member 1"
"K14688","solute carrier family 30 (zinc transporter), member 1"
"K14698","ATP-binding cassette, subfamily B, bacterial IrtA [EC:3.6.3.-]"
"K14699","ATP-binding cassette, subfamily B, bacterial IrtB [EC:3.6.3.-]"
"K14702","solute carrier family 26 (sodium-independent chloride/iodide transporter), member 4"
"K14704","solute carrier family 26 (sulfate anion transporter), member 6"
"K14706","solute carrier family 26 (sulfate anion transporter), member 9"
"K14710","solute carrier family 39 (zinc transporter), member 4"
"K14721","DNA-directed RNA polymerase III subunit RPC5"
"K14727","3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]"
"K14730","(-)-trans-carveol dehydrogenase [EC:1.1.1.243]"
"K14731","epsilon-lactone hydrolase [EC:3.1.1.83]"
"K14732","limonene hydroxylase [EC:1.14.13.48 1.14.13.49 1.1.1.243 1.1.1.144]"
"K14733","limonene 1,2-monooxygenase [EC:1.14.13.107]"
"K14734","S100 calcium binding protein G"
"K14735","hephaestin [EC:1.16.3.1]"
"K14736","transferrin"
"K14737","metalloreductase STEAP1 [EC:1.16.1.-]"
"K14738","metalloreductase STEAP2 [EC:1.16.1.-]"
"K14739","metallothionein 1/2"
"K14746","(S)-1-phenylethanol dehydrogenase [EC:1.1.1.311]"
"K14747","benzoylacetate-CoA ligase [EC:6.2.1.-]"
"K14748","ethylbenzene dioxygenase subunit alpha [EC:1.14.12.-]"
"K14749","ethylbenzene dioxygenase subunit beta [EC:1.14.12.-]"
"K14750","ethylbenzene dioxygenase ferredoxin component"
"K14751","2,3-dihydroxyethylbenzene 1,2-dioxygenase [EC:1.13.11.-]"
"K14752","docking protein 1"
"K14753","guanine nucleotide-binding protein subunit beta-2-like 1 protein"
"K14754","interferon-induced GTP-binding protein Mx1"
"K14755","carnosine synthase [EC:6.3.2.11]"
"K14756","klotho [EC:3.2.1.31]"
"K14757","calbindin D28"
"K14758","casein kinase I homolog HRR25 [EC:2.7.11.1]"
"K14759","isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / O-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]"
"K14760","acyl-activating enzyme 14 [EC:6.2.1.26]"
"K14840","nucleolar protein 53"
"K14937","methyl farnesoate epoxidase / farnesoate epoxidase [EC:1.14.13.202 1.14.13.203]"
"K14938","cholesterol 7-desaturase [EC:1.14.19.21]"
"K14939","cytochrome P450 family 307 subfamily A"
"K14940","gamma-F420-2:alpha-L-glutamate ligase [EC:6.3.2.32]"
"K14941","2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]"
"K14949","serine/threonine-protein kinase PknG [EC:2.7.11.1]"
"K14952","UDP-MurNAc hydroxylase"
"K14953","ipoprotein LpqH"
"K14954","lipoprotein LprG"
"K14955","lipoprotein LprA"
"K14956","6 kDa early secretory antigenic target"
"K14957","lymphocyte-specific protein 1"
"K14958","kinase suppressor of Ras 1"
"K14959","histone-lysine N-methyltransferase MLL4 [EC:2.1.1.43]"
"K14962","COMPASS component SWD2"
"K14966","host cell factor"
"K14970","menin"
"K14974","6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]"
"K14975","codeine 3-O-demethylase [EC:1.14.11.32]"
"K14976","thebaine 6-O-demethylase [EC:1.14.11.31]"
"K14977","(S)-ureidoglycine aminohydrolase [EC:3.5.3.26]"
"K14978","two-component system, LuxR family, secretion system sensor histidine kinase SsrA"
"K14979","two-component system, LuxR family, secretion system response regulator SsrB"
"K14980","two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]"
"K14981","two-component system, OmpR family, response regulator ChvI"
"K14982","two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]"
"K14983","two-component system, OmpR family, response regulator CiaR"
"K14984","isoleucine N-monooxygenase [EC:1.14.13.117]"
"K14985","26-hydroxylase [EC:1.14.-.-]"
"K14986","two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]"
"K14987","two-component system, LuxR family, response regulator FixJ"
"K14988","two-component system, NarL family, secretion system sensor histidine kinase SalK"
"K14989","two-component system, NarL family, secretion system response regulator SalR"
"K14990","solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 1"
"K14992","solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 5"
"K14995","solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 9"
"K15008","discs, large-associated protein 1"
"K15009","SH3 and multiple ankyrin repeat domains protein"
"K15010","homer"
"K15011","two-component system, sensor histidine kinase RegB [EC:2.7.13.3]"
"K15012","two-component system, response regulator RegA"
"K15013","long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]"
"K15015","solute carrier family 32 (vesicular inhibitory amino acid transporter)"
"K15016","enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]"
"K15017","malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]"
"K15018","3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]"
"K15019","3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]"
"K15020","acryloyl-coenzyme A reductase [EC:1.3.1.84]"
"K15022","formate dehydrogenase beta subunit [EC:1.2.1.43]"
"K15023","5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]"
"K15024","putative phosphotransacetylase [EC:2.3.1.8]"
"K15036","acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]"
"K15037","biotin carboxyl carrier protein"
"K15038","succinyl-CoA reductase [EC:1.2.1.76]"
"K15039","3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298]"
"K15040","voltage-dependent anion channel protein 2"
"K15041","voltage-dependent anion channel protein 3"
"K15042","importin subunit alpha-1"
"K15043","importin subunit alpha-2"
"K15044","Arf-GAP domain and FG repeats-containing protein 1"
"K15045","radical S-adenosyl methionine domain-containing protein 2"
"K15046","influenza virus NS1A-binding protein"
"K15047","heterogeneous nuclear ribonucleoprotein U-like protein 1"
"K15052","propionyl-CoA carboxylase [EC:6.4.1.3]"
"K15053","charged multivesicular body protein 7"
"K15054","(S)-mandelate dehydrogenase [EC:1.1.99.31]"
"K15055","2-nitrobenzoate nitroreductase [EC:1.7.1.-]"
"K15056","2-hydroxylaminobenzoate mutase [EC:5.4.99.-]"
"K15057","nitrobenzene nitroreductase [EC:1.7.1.-]"
"K15058","2-aminophenol/2-amino-5-chlorophenol 1,6-dioxygenase subunit alpha"
"K15059","2-aminophenol/2-amino-5-chlorophenol 1,6-dioxygenase subunit beta [EC:1.13.11.74 1.13.11.76]"
"K15060","5,5'-dehydrodivanillate O-demethylase"
"K15061","OH-DDVA oxygenase"
"K15062","OH-DDVA meta-cleavage compound hydrolase"
"K15063","5-carboxyvanillate decarboxylase"
"K15064","syringate O-demethylase [EC:2.1.1.-]"
"K15065","3-O-methylgallate 3,4-dioxygenase [EC:1.13.11.-]"
"K15066","vanillate/3-O-methylgallate O-demethylase"
"K15067","2-aminomuconate deaminase [EC:3.5.99.5]"
"K15078","structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]"
"K15079","structure-specific endonuclease subunit SLX4"
"K15086","(3S)-linalool synthase [EC:4.2.3.25]"
"K15087","(3R)-linalool synthase [EC:4.2.3.26]"
"K15088","(4S)-limonene synthase [EC:4.2.3.16]"
"K15089","(S)-limonene 3-monooxygenase [EC:1.14.13.47]"
"K15090","isopiperitenol dehydrogenase [EC:1.1.1.223]"
"K15091","(-)-isopiperitenone reductase [EC:1.3.1.82]"
"K15092","(+)-pulegone reductase [EC:1.3.1.81]"
"K15093","(+)-menthofuran synthase [EC:1.14.13.104]"
"K15094","(-)-menthol dehydrogenase [EC:1.1.1.207]"
"K15095","(+)-neomenthol dehydrogenase [EC:1.1.1.208]"
"K15096","(R)-limonene synthase [EC:4.2.3.20]"
"K15097","(-)-endo-fenchol synthase [EC:4.2.3.10]"
"K15098","bornyl diphosphate synthase [EC:5.5.1.8]"
"K15099","geraniol 8-hydroxylase [EC:1.14.13.152]"
"K15125","filamentous hemagglutinin"
"K15126","type III secretion system cytotoxic effector protein"
"K15129","mediator of RNA polymerase II transcription subunit 8"
"K15133","mediator of RNA polymerase II transcription subunit 17"
"K15143","mediator of RNA polymerase II transcription subunit 30"
"K15144","mediator of RNA polymerase II transcription subunit 1"
"K15146","mediator of RNA polymerase II transcription subunit 4"
"K15156","mediator of RNA polymerase II transcription subunit 14"
"K15159","mediator of RNA polymerase II transcription subunit 16"
"K15162","mediator of RNA polymerase II transcription subunit 12"
"K15164","mediator of RNA polymerase II transcription subunit 13"
"K15167","mediator of RNA polymerase II transcription subunit 24"
"K15170","mediator of RNA polymerase II transcription subunit 27"
"K15173","transcription termination factor 2 [EC:3.6.4.-]"
"K15174","RNA polymerase II-associated factor 1"
"K15184","AF4/FMR2 family member 1"
"K15187","YEATS domain-containing protein 1/3"
"K15188","cyclin T"
"K15225","transcription termination factor 1"
"K15226","arogenate dehydrogenase (NADP+) [EC:1.3.1.78]"
"K15227","arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]"
"K15228","methylamine dehydrogenase light chain [EC:1.4.9.1]"
"K15229","methylamine dehydrogenase heavy chain [EC:1.4.9.1]"
"K15230","ATP-citrate lyase alpha-subunit [EC:2.3.3.8]"
"K15231","ATP-citrate lyase beta-subunit [EC:2.3.3.8]"
"K15232","citryl-CoA synthetase large subunit [EC:6.2.1.18]"
